../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,23-NOV-2016,"Oecomys rutilus voucher TTU101025 alpha(1,3)fucosyltransferase (Fut4) gene, partial cds",1,Oecomys rutilus (red arboreal rice rat),KP778908,TTU101025,"Almendra,A.L., Rogers,D.S., Gonzolez-Cozatl,F.X. and Engstrom,M.D.",Molecular phylogenetics of the genus Handleyomys,Unpublished,"Almendra,A.L., Rogers,D.S., Gonzolez-Cozatl,F.X. and Engstrom,M.D.",Direct Submission,"Submitted (15-FEB-2015) Brigham Young university, 401 WIDB, Provo, UT 84602, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JAN-2017,"Hodomys alleni voucher TK45042 interphotoreceptor retinoid binding protein (IRBP) gene, exon 1 and partial cds",1,Hodomys alleni (Allen's woodrat),KT950919,TK45042,"Keith,M.S., Platt,R.N., Thompson,C.W., Amman,B.R. and Bradley,R.D.","Phylogenetic Relationships, Divergence and Radiation within the Subfamily Neotominae (Rodentia: Cricetidae)",Unpublished,"Keith,M.S. and Bradley,R.D.",Direct Submission,"Submitted (23-OCT-2015) Department of Biological Sciences, Texas Tech University, BOX 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JAN-2017,"Neotoma albigula voucher TTU76474 IRBP gene, exon 1",1,Neotoma albigula (white-throated woodrat),KT950920,TTU76474,"Keith,M.S., Platt,R.N., Thompson,C.W., Amman,B.R. and Bradley,R.D.","Phylogenetic Relationships, Divergence and Radiation within the Subfamily Neotominae (Rodentia: Cricetidae)",Unpublished,"Keith,M.S. and Bradley,R.D.",Direct Submission,"Submitted (23-OCT-2015) Department of Biological Sciences, Texas Tech University, BOX 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JAN-2017,"Neotoma fuscipes voucher TTU81391 interphotoreceptor retinoid binding protein (IRBP) gene, exon 1 and partial cds",1,Neotoma fuscipes (dusky-footed woodrat),KT950922,TTU81391,"Keith,M.S., Platt,R.N., Thompson,C.W., Amman,B.R. and Bradley,R.D.","Phylogenetic Relationships, Divergence and Radiation within the Subfamily Neotominae (Rodentia: Cricetidae)",Unpublished,"Keith,M.S. and Bradley,R.D.",Direct Submission,"Submitted (23-OCT-2015) Department of Biological Sciences, Texas Tech University, BOX 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JAN-2017,"Xenomys nelsoni voucher TTU37790 interphotoreceptor retinoid binding protein (IRBP) gene, exon 1 and partial cds",1,Xenomys nelsoni,KT950923,TTU37790,"Keith,M.S., Platt,R.N., Thompson,C.W., Amman,B.R. and Bradley,R.D.","Phylogenetic Relationships, Divergence and Radiation within the Subfamily Neotominae (Rodentia: Cricetidae)",Unpublished,"Keith,M.S. and Bradley,R.D.",Direct Submission,"Submitted (23-OCT-2015) Department of Biological Sciences, Texas Tech University, BOX 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JAN-2017,"Peromyscus beatae voucher TK93279 interphotoreceptor retinoid binding protein (IRBP) gene, exon 1 and partial cds",1,Peromyscus beatae,KT950924,TK93279,"Keith,M.S., Platt,R.N., Thompson,C.W., Amman,B.R. and Bradley,R.D.","Phylogenetic Relationships, Divergence and Radiation within the Subfamily Neotominae (Rodentia: Cricetidae)",Unpublished,"Keith,M.S. and Bradley,R.D.",Direct Submission,"Submitted (23-OCT-2015) Department of Biological Sciences, Texas Tech University, BOX 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JAN-2017,"Peromyscus schmidlyi voucher TTU81703 interphotoreceptor retinoid binding protein (IRBP) gene, exon 1 and partial cds",1,Peromyscus schmidlyi,KT950925,TTU81703,"Keith,M.S., Platt,R.N., Thompson,C.W., Amman,B.R. and Bradley,R.D.","Phylogenetic Relationships, Divergence and Radiation within the Subfamily Neotominae (Rodentia: Cricetidae)",Unpublished,"Keith,M.S. and Bradley,R.D.",Direct Submission,"Submitted (23-OCT-2015) Department of Biological Sciences, Texas Tech University, BOX 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JAN-2017,"Nyctomys sumichrasti voucher TTU105094 interphotoreceptor retinoid binding protein (IRBP) gene, exon 1 and partial cds",1,Nyctomys sumichrasti (vesper rat),KT950926,TTU105094,"Keith,M.S., Platt,R.N., Thompson,C.W., Amman,B.R. and Bradley,R.D.","Phylogenetic Relationships, Divergence and Radiation within the Subfamily Neotominae (Rodentia: Cricetidae)",Unpublished,"Keith,M.S. and Bradley,R.D.",Direct Submission,"Submitted (23-OCT-2015) Department of Biological Sciences, Texas Tech University, BOX 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JAN-2017,"Tylomys nudicaudus voucher TK41551 interphotoreceptor retinoid binding protein (IRBP) gene, exon 1 and partial cds",1,Tylomys nudicaudus (Peters's climbing rat),KT950927,TK41551,"Keith,M.S., Platt,R.N., Thompson,C.W., Amman,B.R. and Bradley,R.D.","Phylogenetic Relationships, Divergence and Radiation within the Subfamily Neotominae (Rodentia: Cricetidae)",Unpublished,"Keith,M.S. and Bradley,R.D.",Direct Submission,"Submitted (23-OCT-2015) Department of Biological Sciences, Texas Tech University, BOX 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JAN-2017,"Reithrodontomys megalotis voucher TK20664 alcohol dehydrogenase 1 (adh1) gene, intron 2",1,Reithrodontomys megalotis (western harvest mouse),KT950928,TK20664,"Keith,M.S., Platt,R.N., Thompson,C.W., Amman,B.R. and Bradley,R.D.","Phylogenetic Relationships, Divergence, and Radiation within the Subfamily Neotominae (Rodentia: Cricetidae)",Unpublished,"Keith,M.S. and Bradley,R.D.",Direct Submission,"Submitted (23-OCT-2015) Department of Biological Sciences, Texas Tech University, BOX 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JAN-2017,"Sigmodon hispidus voucher TTU80759 growth hormone receptor (GHR) gene, exon 10 and partial cds",1,Sigmodon hispidus (hispid cotton rat),KT964999,TTU80759,"Keith,M.S., Platt,R.N., Thompson,C.W., Amman,B.R. and Bradley,R.D.","Phylogenetic Relationships, Divergence, and Radiation within the Subfamily Neotominae (Cricetidae: Rodentia)",Unpublished,"Keith,M.S. and Bradley,R.D.",Direct Submission,"Submitted (29-OCT-2015) Department of Biological Sciences, Texas Tech University, BOX 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JAN-2017,"Peromyscus gossypinus voucher TTU80682 growth hormone receptor (GHR) gene, exon 10 and partial cds",1,Peromyscus gossypinus (cotton mouse),KT965000,TTU80682,"Keith,M.S., Platt,R.N., Thompson,C.W., Amman,B.R. and Bradley,R.D.","Phylogenetic Relationships, Divergence, and Radiation within the Subfamily Neotominae (Cricetidae: Rodentia)",Unpublished,"Keith,M.S. and Bradley,R.D.",Direct Submission,"Submitted (29-OCT-2015) Department of Biological Sciences, Texas Tech University, BOX 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JAN-2017,"Akodon aerosus voucher TTU85216 cytochrome b (CYTB) gene, partial cds; mitochondrial",1,mitochondrion Akodon aerosus (highland grass mouse),KT965001,TTU85216,"Keith,M.S., Platt,R.N., Thompson,C.W., Amman,B.R. and Bradley,R.D.","Phylogenetic Relationships, Divergence and Radiation within the Subfamily Neotominae (Rodentia: Cricetidae_",Unpublished,"Keith,M.S. and Bradley,R.D.",Direct Submission,"Submitted (29-OCT-2015) Department of Biological Sciences, Texas Tech University, BOX 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JAN-2017,"Calomys callosus voucher TTU66553 cytochrome b (CYTB) gene, partial cds; mitochondrial",1,mitochondrion Calomys callosus (large vesper mouse),KT965002,TTU66553,"Keith,M.S., Platt,R.N., Thompson,C.W., Amman,B.R. and Bradley,R.D.","Phylogenetic Relationships, Divergence, and Radiation within the Subfamily Neotominae (Rodentia: Cricetidae)",Unpublished,"Keith,M.S. and Bradley,R.D.",Direct Submission,"Submitted (28-OCT-2015) Department of Biological Sciences, Texas Tech University, BOX 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JAN-2017,"Podomys floridanus voucher TTU97868 cytochrome b (CYTB) gene, partial cds; mitochondrial",1,mitochondrion Podomys floridanus (Florida mouse),KT965003,TTU97868,"Keith,M.S., Platt,R.N., Thompson,C.W., Amman,B.R. and Bradley,R.D.","Phylogenetic relationships, divergence and radiation within the subfamily neotominae (rodentia: cricetidae)",Unpublished,"Keith,M.S., Platt,R.N., Thompson,C.W., Amman,B.R. and Bradley,R.D.",Direct Submission,"Submitted (22-OCT-2015) Department of Biological Sciences, Texas Tech University, BOX 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JAN-2017,"Phyllotis haggardi voucher TTU85469 cytochrome b (CYTB) gene, partial cds; mitochondrial",1,mitochondrion Phyllotis haggardi (Haggard's leaf-eared mouse),KT965005,TTU85469,"Keith,M.S., Platt,R.N., Thompson,C.W., Amman,B.R. and Bradley,R.D.","Phylogenetic Relationships, Divergence and Radiation within the Subfamily Neotominae (Rodentia: Cricetidae_",Unpublished,"Keith,M.S. and Bradley,R.D.",Direct Submission,"Submitted (29-OCT-2015) Department of Biological Sciences, Texas Tech University, BOX 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 39813 cytochrome b (cyt b) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU298982,TTU 39813,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 80741 cytochrome b (cyt b) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU298984,TTU 80741,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 51566 cytochrome b (cyt b) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU298985,TTU 51566,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 36023 cytochrome b (cyt b) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU298987,TTU 36023,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 75190 cytochrome b (cyt b) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU298988,TTU 75190,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 77273 cytochrome b (cyt b) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU298989,TTU 77273,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 107596 cytochrome b (cyt b) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU298992,TTU 107596,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 69428 cytochrome b (cyt b) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU298993,TTU 69428,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 75341 cytochrome b (cyt b) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU298994,TTU 75341,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 75265 cytochrome b (cyt b) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU298995,TTU 75265,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 54633 cytochrome b (cyt b) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU298996,TTU 54633,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 77531 cytochrome b (cyt b) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU298997,TTU 77531,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 76589 cytochrome b (cyt b) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU298999,TTU 76589,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 75109 cytochrome b (cyt b) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU299003,TTU 75109,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 77427 cytochrome b (cyt b) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU299005,TTU 77427,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 39813 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU299022,TTU 39813,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 80741 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU299024,TTU 80741,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 51566 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU299025,TTU 51566,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 36023 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU299027,TTU 36023,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 75190 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU299028,TTU 75190,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 77273 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU299029,TTU 77273,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 107596 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU299032,TTU 107596,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 69428 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU299033,TTU 69428,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 75341 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU299034,TTU 75341,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 75265 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU299035,TTU 75265,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 54633 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU299036,TTU 54633,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 77531 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU299037,TTU 77531,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 76589 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU299039,TTU 76589,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,01-JUN-2016,"Baiomys taylori voucher TTU 75109 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1,mitochondrion Baiomys taylori (northern pygmy mouse),KU299043,TTU 75109,"Light,J.E., Ostroff,M.O. and Hafner,D.J.","Phylogeographic assessment of the northern pygmy mouse, Baiomys taylori",J. Mammal. (2016) In press,"Light,J.E., Ostroff,M.O. and Hafner,D.J.",Direct Submission,"Submitted (10-DEC-2015) Wildlife and Fisheries Sciences, Texas A&M University, 210 Nagle Hall, College Station, TX 77843, USA"
